source,condition
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/00d79c0a-a2b85ca4.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/00ed2e85-95394dfd.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/00f8f875-bad0295f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01041028-187a2d1f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/010526ea-7a0c620d.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/010526ea-98dc9803.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/010d75f8-91f41ad8.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01118704-e91b1b1c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/011ad6b2-f34fd564.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/012a9c41-9423165c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/015ccf71-4b65f4bf.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01632f31-ab7e17e3.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01688cf2-237fbd49.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01688cf2-82391195.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/016c5aac-f5e49c84.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/017e2d3b-acac71ff.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0182320b-bb377e4e.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/019539db-cc36496e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/019539db-fe9960ba.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/019cd27a-9ad90d04.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/019d2681-83c5bf22.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/019efe88-bbc2a4ac.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01a4075d-544ddc3c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01a4933a-252e566a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01a78dfd-ba2fca5e.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01a842a8-2cf8634e.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01ab0f6d-b74b888d.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01aeb4e2-7d6000f2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01af2f91-7bd5e6c9.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01c5cd64-192464e1.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01cde341-bde786dc.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01ce9ed7-51ffbb0e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01e0535c-fe710ab9.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01e5bbac-330a3c37.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01ef5ee9-5fb62089.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/01f9b5f2-b15a9c4e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/021009a2-432c266f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02344f0c-77b524bd.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0245bba2-066e715d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/024ac038-8a8b481c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02506726-0e9b815e.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02506726-83b4a05e.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0252f2b5-741ac12c.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/026c5058-acd78182.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/026e1e49-771df1d9.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02858212-e0d90c01.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/029556a0-0ec9fa6f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02982dfe-1dd674e5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/029ad1d1-8c9b02b1.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/029fd987-078c287a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02a11306-ea3764fe.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02b1ab3d-e93996c2.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02b3f1b2-eb3e84c6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02c01e62-c53e91a0.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02c26e9d-d76e139c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02c26e9d-e59d7856.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02ddd956-3d7f38e3.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02ddd956-5e8f29ff.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/02e1d8c0-afc78448.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03031fa8-c168834a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/031675b4-5ca668c9.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/031675b4-8c9d08cb.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0329d6b9-abddbf95.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03329c4c-c9c0e4cb.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0332afb8-19fd7a0d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0334d6ba-2d9290f2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0335a578-bc537992.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/033764a5-71a0152f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/034ba984-01a430f3.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03534ec1-6f21d017.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/035b1b38-07da7a0c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/035cb512-2f9fa97d.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/035cb512-867cbbbf.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03641c88-f519c8f8.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/036a6bf9-95a6990b.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/036db23c-3aec9eee.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/036db23c-3c184fe5.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/036fa662-4d34b94d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0378d8dc-45d0c6c6.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03793f54-c5de387b.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0386df8d-c884dc14.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03b3c151-f37ef8b1.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03b997fa-922d0c49.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03c5f65d-5f77a9a7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03d75135-70681f68.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03d75135-83a7f6a0.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03da60f5-8335e5d3.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/03eb519e-badedd71.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04056725-14e1b11d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04056725-91d0bd08.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/040dbaad-6a7b5fb7.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/041a3604-150d32cd.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0423e13f-e98cd41d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0447ffbb-5f3ed792.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04488248-af1d57c1.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04813e1a-51572674.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04898289-ed683fbf.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04904d8d-0ab5c90a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/049494ac-8dfb2a82.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/049494ac-9aa2732a.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/049494ac-dfc87990.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/049963e5-e808fafb.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04b33c7e-df4fc4c8.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04be762f-8b841e38.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04cd91dc-b1adc1eb.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04e0931f-d72645a7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04f63999-63e36c19.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/04fb17ab-eb5c317e.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05139710-20febf64.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0514a4f5-a7be34de.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05174982-5c08f6c0.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0521fd41-39bc52be.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/053c8b8d-8778d73e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/053d7848-feed3e00.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/055cc112-80a3ba93.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05743a9b-747658e7.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0594b389-e9ced33c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/059568a9-2d6cf665.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0595ae40-8fce40f0.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05986b6d-fb96be0d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05a47370-6e560453.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05acab14-b78b76c7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05ba7f6a-61346008.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05ba7f6a-ee51540f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05cbc360-e3495087.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05cf65b8-645fa6bc.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05e29670-99145138.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05e5a68e-90c2f6ba.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05e5a68e-f0e05a42.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05fa6494-8f436d04.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/05faab83-7761d124.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/060039d9-5218402b.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0603e6ca-1f32cf5c.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06097236-6d6f89e9.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/060b8fc1-1027915c.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/060fcfc7-c5c91f05.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06132c7e-0f2f5794.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0618c64e-e8cfed90.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/061c50f7-beed329f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06264fdc-9cfc34c6.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/063018c8-0d5bea3a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/064677da-8d4063f4.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06549737-6200bad0.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/065b4523-1e738c93.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/065b4523-bbf99c03.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/065d8d5b-93bb8b5a.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/066112a8-cdf390dc.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06631c0e-aad3e171.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/066d1d12-21f921e6.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06960951-c67204e8.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/069d5c02-1e8f5e81.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06ae9d31-8ee0c3c1.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06b4defc-e86850c5.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06c3a194-2718f858.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06ccb168-164ac7b5.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06d501fd-fd237e38.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06fb50bb-637d480f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/06fc9e56-70b15d2f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/070323e5-8b9d4350.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07058848-6862bfe4.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/070971b6-738258f2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/070a98e1-762f1148.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/070aa065-32f99262.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/070b3ecd-efd302c2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/071eee2a-054af08d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07254f2e-ad7e4ddb.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/072876e5-c10bfc30.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/072a5b71-956c668b.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/072a5b71-ca012a68.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/073dc97d-7a3e1436.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07454314-a631158b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07564c5f-71c36ef7.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07576c3b-283f7791.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07576c3b-45d84929.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/075a575d-c7338415.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/076260e7-7932aa2c.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/076260e7-c9a55b5b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/076260e7-fb7ec9a6.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07770062-61ec4de2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07770762-251aa6ba.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/078e3187-5941f14c.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07a192de-e995e685.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07a757a9-c5629a01.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07b452de-3cf187d1.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07b584c5-fff3b3bd.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07b5af1c-5153aa63.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07ba5355-31053651.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07bd9a38-6ac83bd8.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07c58bb0-9acc3994.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07dbeef2-301c99ae.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07e3ab9d-4dff6faf.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07eabbe1-e60b697d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07f8d2e3-5b06853a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07f8d2e3-60099223.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/07f99854-0c9179ab.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0804b94c-4c99757f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08054714-92345259.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/080a57f6-ac5a5542.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0814c9ab-2ccb34d0.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0814c9ab-92e16892.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/082f16d5-2f45d59e.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0837760b-915926d1.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/083958dc-b83b361c.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/084614d0-f3b8de35.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0848e4c3-34d62aa6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/084c910c-2a1b87c0.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/085b03d0-6946146c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08605381-9748a08a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/087ad1c6-e46dd8e1.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0886c147-281cfa4c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/088e1da1-5d87ca45.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08b02c82-90355405.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08b02c82-b239d3c4.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08b02c82-e4123d8d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08ba8824-0d66cb91.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08ba8824-4afe2e55.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08ba8824-58cfeb38.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08ba8824-81a03ce5.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08c272df-0638c5ca.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08dd4b3a-7b6701ff.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08dd4b3a-99f45543.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08e131cb-f37ae726.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08e27845-f4d3ee73.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08f6c5f0-8148b5fb.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08f90823-bf09bf13.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08fd4409-b03a6959.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/08ffb626-b45cf482.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0900912b-1f288d91.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0907d89b-1599a5da.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/090916a1-36c89f3d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/090d8107-aeea3017.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0917240f-8c07d589.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0922c7dc-00f2625e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0933f463-e65d58c7.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09416300-af2b5f9f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0947dc75-ecbc776b.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09486e3a-538126e6.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09502657-ae8e855d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0957432b-e6f47f8e.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09855b04-724fd2f2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/098aee54-bd3fe086.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09955aa4-0b980de8.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/099ddbb4-57099da2.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/099f3ab3-96c138a2.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09a0c046-c0782473.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09a1bb0d-24c1ecd4.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09a1bb0d-8acc7b23.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09ae119b-f8e3d19d.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09b52302-e46b65df.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09b5ab15-d01184c6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09cdd188-3e298702.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09d6c5f6-2d65cc73.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09e105a1-3b70cb81.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/09f30da4-9bece959.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0a0c3694-4cc8b0e3.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0a172b0e-136b7a63.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/0a19489c-120e718b.jpg,night
